°í°´¹øÈ£,A,B,C,D
5564,621,116,86,1
5565,484,5,396,0
5566,98,1766,783,0
5567,3,3801,17,0
5568,1093,2601,39,0
5569,92,3440,76,0
5570,683,97,4,20
5571,99,1599,12,0
5572,2,22,1768,0
5573,500,2,8,0
5574,704,347,4,0
5575,481,486,2241,8
5576,15,810,38,0
5577,276,2934,0,1
5578,25,40,27,0
5579,222,2416,2,0
5580,92,2223,22,0
5581,1,4,1608,0
5582,581,15,512,0
5583,107,2107,7,0
5584,571,41,340,0
5585,11,128,1295,0
5586,0,98,2142,3
5587,16,180,1797,0
5588,2,67,3144,0
5589,1031,0,26,0
5590,576,47,0,3
5591,1,1462,11,0
5592,583,2036,8,0
5593,523,15,0,0
5594,642,78,16,0
5595,21,41,2059,0
5596,636,8,782,0
5597,549,141,0,0
5598,472,2429,13,0
5599,1,1308,3,0
5600,10,2,2849,0
5601,861,1,35,0
5602,608,448,0,0
5603,7,1521,1,0
5604,1,2465,423,0
5605,24,5,2691,0
5606,769,171,0,0
5607,460,0,3,0
5608,0,74,10,0
5609,907,20,12,0
5610,99,0,0,0
5611,4,821,20,0
5612,709,5,35,0
5613,9,1475,9,4
5614,39,47,3192,0
5615,533,10,99,0
5616,450,10,2,8
5617,797,151,2,0
5618,14,2051,3,0
5619,962,155,376,0
5620,0,1604,10,0
5621,1523,538,0,1
5622,172,1465,46,0
5623,541,3,65,0
5624,664,36,7,0
5625,20,128,2595,0
5626,1,22,900,0
5627,55,11,1729,0
5628,1,2218,4,4
5629,546,247,219,0
5630,800,51,41,0
5631,246,1846,2,0
5632,475,118,11,0
5633,58,385,1987,0
5634,575,171,43,0
5635,26,47,1886,0
5636,448,2443,10,0
5637,194,2144,0,10
5638,417,652,21,0
5639,715,39,17,0
5640,1,21,1877,0
5641,33,1093,15,0
5642,538,925,5,0
5643,872,144,29,0
5644,721,411,132,0
5645,459,26,8,0
5646,42,2147,0,0
5647,863,47,3,0
5648,828,569,2,0
5649,45,2186,10,0
5650,35,1805,20,0
5651,553,402,1392,45
5652,809,6,1,0
5653,12,1821,641,0
5654,608,212,44,1
5655,565,804,0,0
5656,21,628,90,122
5657,409,1070,22,0
5658,704,250,148,0
5659,3,12,1179,0
5660,21,207,2792,0
5661,808,1012,4,0
5662,506,571,689,4
5663,589,1623,12,0
5664,822,180,161,0
5665,43,2656,58,0
5666,448,137,5,0
5667,35,3811,36,0
5668,14,3,2019,0
5669,116,1147,75,0
5670,911,29,10,1
5671,403,443,68,0
5672,15,1020,5,0
5673,96,530,65,17
5674,53,1503,3,0
5675,125,1488,508,0
5676,109,1798,8,0
5677,0,10,2099,0
5678,713,58,80,0
5679,781,48,2,0
5680,174,1958,0,5
5681,584,496,27,0
5682,477,25,222,0
5683,692,223,0,2
5684,39,880,75,0
5685,141,1223,8,0
5686,553,65,5,0
5687,835,1,50,294
5688,14,2298,14,0
5689,10,1523,36,0
5690,198,1567,1,0
5691,444,1186,34,0
5692,21,1855,0,2
5693,452,2,14,0
5694,558,0,0,0
5695,927,115,0,3
5696,34,1328,2,0
5697,481,302,25,0
5698,789,151,26,13
5699,434,104,2,0
5700,3,2201,26,0
5701,2,857,905,0
5702,664,327,4,0
5703,633,54,1,0
5704,354,14,3,0
5705,122,0,2206,2
5706,0,1246,2507,0
5707,523,7,27,0
5708,515,240,80,0
5709,4,79,4410,0
5710,707,19,0,2
5711,509,117,0,0
5712,1381,58,0,9
5713,781,3,0,0
5714,42,7,3346,0
5715,954,170,0,1
5716,787,12,30,1
5717,501,21,8,0
5718,6,1137,219,0
5719,9,105,2310,0
5720,1,537,863,0
5721,406,697,23,0
5722,431,16,33,0
5723,24,75,4486,0
5724,532,4,32,0
5725,710,233,0,1
5726,589,136,0,1
5727,969,0,12,5
5728,491,1358,136,0
5729,7,1142,9,0
5730,558,22,55,0
5731,584,30,136,0
5732,739,0,32,0
5733,7,1607,671,0
5734,85,84,3035,0
5735,9,1608,0,2
5736,629,172,0,0
5737,16,2235,4,0
5738,24,1537,2,0
5739,483,695,140,0
5740,549,172,84,2
5741,5,1840,9,0
5742,436,1367,3,0
5743,28,1599,3,0
5744,36,2400,10,0
5745,0,2296,1,0
5746,782,20,17,0
5747,476,43,11,0
5748,8,2473,8,0
5749,164,0,0,0
5750,65,1244,66,0
5751,515,4,125,2
5752,548,7,310,0
5753,628,235,3,0
5754,664,15,0,0
5755,6,1297,7,0
5756,1,990,187,0
5757,76,384,1823,0
5758,881,1,0,0
5759,730,3,8,2
5760,692,11,12,0
5761,1026,123,15,0
5762,709,22,5,0
5763,8,1604,9,0
5764,139,931,126,0
5765,4,750,31,0
5766,16,2779,38,1
5767,34,1611,46,0
5768,660,18,14,0
5769,5,0,1676,0
5770,706,5,0,2
5771,8,516,1,0
5772,2,1468,740,0
5773,588,0,99,0
5774,618,440,313,0
5775,616,16,0,18
5776,15,3009,2,0
5777,90,1030,2,0
5778,7,2678,71,0
5779,645,37,357,8
5780,18,185,1756,0
5781,1236,116,77,0
5782,11,1381,41,0
5783,123,1620,66,0
5784,1048,6,149,0
5785,10,120,1564,0
5786,22,2333,69,0
5787,1028,22,0,3
5788,3,25,2007,0
5789,45,1469,10,0
5790,513,174,3,16
5791,529,5,51,0
5792,629,65,23,0
5793,1013,206,0,2
5794,658,111,47,0
5795,18,25,2425,0
5796,0,1263,600,7
5797,486,32,0,2
5798,56,925,13,0
5799,61,2211,2,0
5800,2,1878,97,0
5801,669,138,5,0
5802,0,14,4244,0
5803,542,68,696,0
5804,632,16,7,0
5805,12,1,2150,2
5806,2,2,2408,0
5807,721,0,0,0
5808,816,933,1,0
5809,12,1846,31,0
5810,591,1,51,0
5811,853,261,164,3
5812,36,94,1638,4
5813,959,11,106,0
5814,631,22,15,0
5815,17,14,953,0
5816,488,75,0,12
5817,514,60,187,0
5818,14,1376,24,0
5819,787,2,17,0
5820,594,8,10,0
5821,6,19,1390,0
5822,2,810,472,0
5823,556,256,124,0
5824,1065,24,0,2
5825,1191,1,4,0
5826,1030,7,1,0
5827,2,1789,6,0
5828,434,134,0,7
5829,1005,11,20,5
5830,570,261,57,0
5831,533,1108,9,0
5832,313,1290,11,0
5833,478,17,16,0
5834,7,1872,43,0
5835,620,241,1116,0
5836,20,2,3588,0
5837,236,2349,537,0
5838,63,2895,2,0
5839,685,21,7,0
5840,32,2256,23,0
5841,717,116,228,2
5842,766,25,0,3
5843,27,4,1617,0
5844,61,1474,4,10
5845,210,1229,3,0
5846,441,368,366,0
5847,491,950,7,0
5848,763,225,13,0
5849,107,932,5,0
5850,597,10,8,0
5851,609,2,14,0
5852,704,335,48,0
5853,406,27,7,0
5854,19,1127,3,0
5855,14,1896,29,0
5856,40,841,609,0
5857,14,1,1752,0
5858,25,1604,1,0
5859,543,157,0,0
5860,35,1789,2,0
5861,620,198,7,0
5862,7,1,1992,0
5863,631,632,7,0
5864,5,0,1324,3
5865,87,2122,30,0
5866,1,1831,10,0
5867,2,1343,1131,0
5868,559,168,851,49
5869,18,2624,1,0
5870,535,2,3,0
5871,24,1758,4,0
5872,504,8,42,0
5873,15,1808,1025,0
5874,559,33,64,0
5875,529,71,33,0
5876,555,7,38,0
5877,535,13,5,0
5878,514,23,32,0
5879,51,1835,10,0
5880,72,3,1761,0
5881,717,1,9,0
5882,2,63,1916,0
5883,82,366,2444,0
5884,661,29,0,97
5885,464,477,1,0
5886,487,25,0,0
5887,8,855,13,0
5888,560,526,0,6
5889,1120,368,15,0
5890,0,133,2616,0
5891,635,988,31,0
5892,35,9,2128,0
5893,3,915,22,0
5894,609,198,4,5
5895,560,1,0,0
5896,2,50,2514,0
5897,613,174,38,0
5898,27,2475,0,2
5899,491,146,37,2
5900,564,17,662,0
5901,579,0,6,0
5902,46,1766,0,6
5903,1180,35,11,0
5904,22,1791,2,0
5905,34,2300,21,0
5906,3,973,10,0
5907,33,2,1902,0
5908,4,1299,163,0
5909,659,184,603,0
5910,636,26,32,14
5911,601,957,9,0
5912,21,349,1644,0
5913,10,20,1829,0
5914,590,354,32,6
5915,626,236,0,7
5916,47,1014,437,0
5917,7,2213,1,0
5918,1137,0,4,2
5919,604,433,116,0
5920,21,1657,3,0
5921,7,97,2646,0
5922,508,22,1390,0
5923,13,5,0,0
5924,490,3,105,0
5925,742,1112,171,0
5926,15,15,1952,0
5927,678,919,9,0
5928,1,2,1809,0
5929,1,2154,469,0
5930,482,680,5,16
5931,3,2070,4,0
5932,533,748,85,0
5933,25,4,2599,0
5934,549,220,43,0
5935,5,2706,5,0
5936,679,51,1343,0
5937,154,1233,1,1
5938,501,26,356,0
5939,508,326,15,0
5940,129,2017,0,5
5941,31,2515,108,0
5942,964,202,0,1
5943,64,3991,6,0
5944,1152,179,5,0
5945,121,2183,1,7
5946,5,971,5,0
5947,566,228,3,0
5948,708,20,82,0
5949,19,38,1736,0
5950,539,32,237,0
5951,25,1449,14,0
5952,7,11,1504,0
5953,532,512,0,0
5954,491,129,0,0
5955,11,3,2621,0
5956,964,19,1,0
5957,558,737,293,0
5958,568,15,38,0
5959,52,1128,3067,0
5960,285,3,2138,0
5961,134,1829,475,0
5962,3,1671,1,0
5963,593,80,0,1
5964,1,2,3083,0
5965,509,1522,1,0
5966,749,1,120,0
5967,633,74,18,0
5968,587,312,87,0
5969,6,1,2445,0
5970,554,1,59,0
5971,660,599,43,0
5972,5,1181,648,0
5973,23,2525,53,0
5974,18,1010,1,0
5975,1370,152,75,4
5976,691,97,8,0
5977,439,85,27,0
5978,107,4,1651,0
5979,666,1002,48,0
5980,76,2120,9,0
5981,36,282,2034,0
5982,17,1970,0,0
5983,112,15,1718,0
5984,1414,21,0,44
5985,1205,2,1,9
5986,9,4,1603,0
5987,78,1,2225,0
5988,683,1301,570,0
5989,5,75,3254,0
5990,534,127,19,0
5991,29,31,2838,0
5992,7,26,1392,0
5993,556,26,78,0
5994,3,6,1561,0
5995,30,9,4559,0
5996,713,2,71,0
5997,415,129,14,0
5998,17,1110,7,0
5999,675,10,256,0
6000,471,5,339,0
6001,1013,0,0,0
6002,4,224,3006,0
6003,606,56,19,2
6004,1689,3,211,0
6005,446,167,5,0
6006,455,432,395,0
6007,29,96,1930,0
6008,458,678,17,0
6009,3,92,1645,0
6010,7,395,1704,0
6011,592,3,9,0
6012,816,81,6,0
6013,514,248,152,2
6014,12,73,1674,0
6015,669,1,90,0
6016,11,0,2280,0
6017,43,2554,508,0
6018,13,256,2796,0
6019,348,1188,304,9
6020,648,16,1134,0
6021,996,38,1229,2
6022,538,1076,426,0
6023,1129,91,44,0
6024,656,86,10,3
6025,62,1809,1,2
6026,62,1312,44,0
6027,11,1528,407,0
6028,2,16,1877,0
6029,845,22,96,0
6030,1,4,5476,0
6031,38,66,3466,0
6032,47,2566,11,0
6033,149,2058,2,0
6034,1,13,3609,0
6035,608,12,0,0
6036,908,30,6,0
6037,5,1307,1,0
6038,482,187,502,0
6039,284,62,1878,0
6040,7,6,3340,0
6041,537,13,267,0
6042,733,820,3,4
6043,8,3190,12,0
6044,49,1656,3,0
6045,0,1995,58,8
6046,21,1984,21,0
6047,348,1360,4,5
6048,4,2173,172,0
6049,29,2,1341,0
6050,515,413,0,0
6051,517,8,0,11
6052,28,882,2,0
6053,22,23,2286,0
6054,2,2279,22,0
6055,592,325,0,0
6056,586,43,10,0
6057,7,1128,5,0
6058,8,1409,14,0
6059,412,241,52,0
6060,69,1420,10,4
6061,100,83,2207,0
6062,40,1266,56,4
6063,0,1396,485,0
6064,12,112,2369,0
6065,377,102,3,3
6066,54,121,2140,0
6067,943,178,35,0
6068,464,14,0,3
6069,238,525,2534,0
6070,493,394,74,0
6071,536,9,135,13
6072,819,177,94,0
6073,4,3064,1,0
6074,321,1848,772,0
6075,15,2,2226,0
6076,578,20,347,0
6077,39,2037,28,0
6078,695,23,16,0
6079,830,0,4,0
6080,487,80,91,0
6081,705,17,0,0
6082,28,2308,1,0
6083,884,0,20,3
6084,6,1776,9,0
6085,197,1499,91,0
6086,8,2868,83,0
6087,463,10,0,11
6088,647,10,10,0
6089,139,1185,63,0
6090,4,1320,4,0
6091,855,0,0,0
6092,259,456,1729,0
6093,75,2182,162,0
6094,615,83,62,0
6095,31,1548,538,0
6096,778,58,2,0
6097,27,991,29,0
6098,226,46,0,0
6099,419,72,7,0
6100,608,311,100,6
6101,148,2141,402,0
6102,526,13,18,0
6103,5,1846,17,0
6104,3,35,2013,0
6105,18,1844,5,0
6106,15,11,3081,0
6107,537,89,28,0
6108,5,1,2864,0
6109,689,148,6,0
6110,565,18,65,0
6111,7,1507,20,0
6112,10,547,1840,0
6113,559,6,1,0
6114,432,10,942,0
6115,56,873,106,0
6116,942,9,40,0
6117,30,1732,53,0
6118,64,483,0,10
6119,464,142,135,0
6120,26,2314,4,1
6121,879,100,198,0
6122,13,6,1992,0
6123,552,239,25,0
6124,700,3,6,0
6125,522,143,86,0
6126,65,2016,71,0
6127,32,378,1499,0
6128,666,216,0,5
6129,593,30,183,0
6130,701,3,20,0
6131,529,149,0,23
6132,667,2,157,0
6133,735,535,10,1
6134,645,8,106,0
6135,34,1858,9,0
6136,463,288,136,0
6137,742,13,223,0
6138,543,97,2,1
6139,528,59,0,1
6140,38,1737,559,0
6141,845,8,0,4
6142,1066,372,1,0
6143,61,26,1629,0
6144,515,3,4,0
6145,71,1436,31,0
6146,614,8,3,31
6147,9,1341,3,0
6148,1836,602,0,1
6149,961,390,4,0
6150,624,6,92,0
6151,63,2398,221,0
6152,571,49,6,0
6153,168,3589,136,0
6154,14,2115,4,0
6155,31,1318,7,0
6156,4,1,1518,0
6157,627,483,173,0
6158,624,35,0,2
6159,66,2592,3,0
6160,498,10,26,0
6161,34,2127,8,0
6162,376,6,31,150
6163,1396,251,3,0
6164,668,553,43,0
6165,897,14,0,0
6166,4,3,1965,0
6167,82,1661,158,0
6168,745,41,5,0
6169,892,20,0,0
6170,22,1438,223,0
6171,167,699,73,0
6172,10,2207,6,0
6173,627,102,24,0
6174,37,1181,3,0
6175,41,1483,259,0
6176,477,194,20,10
6177,525,73,210,0
6178,5,1964,8,0
6179,652,663,6,2
6180,30,1249,78,0
6181,681,18,33,0
6182,59,0,1985,0
6183,713,277,3,0
6184,564,1089,1,0
6185,1023,104,13,0
6186,168,194,2454,0
6187,110,979,26,0
6188,202,1797,4,0
6189,90,1827,635,0
6190,3,1471,0,0
6191,35,1027,10,0
6192,553,23,105,0
6193,207,2407,7,0
6194,1052,9,2,0
6195,34,1409,5,0
6196,576,3,12,0
6197,41,3548,26,0
6198,680,57,23,2
6199,22,1894,5,0
6200,487,569,91,0
6201,24,2219,6,0
6202,569,151,9,0
6203,1138,635,0,0
6204,8,1350,5,0
6205,467,73,1,0
6206,17,4,2148,0
6207,45,481,796,0
6208,696,383,303,0
6209,2,11,2286,0
6210,99,19,2339,0
6211,788,372,107,0
6212,38,1646,2,0
6213,38,1709,1188,0
6214,637,1438,5,0
6215,1,1622,74,0
6216,639,690,15,0
6217,350,3,29,0
6218,525,3,51,0
6219,128,1963,38,0
6220,458,55,0,0
6221,190,235,8,0
6222,1115,11,0,0
6223,898,19,55,0
6224,737,148,25,0
6225,4,1729,6,0
6226,613,376,5,0
6227,197,1943,113,0
6228,491,162,26,0
6229,514,1,7,0
6230,1111,23,6,2
6231,627,73,5,0
6232,181,2759,0,0
6233,13,0,1203,0
6234,39,2166,122,0
6235,16,117,1277,0
6236,459,858,25,0
6237,117,1220,687,0
6238,804,34,2,0
6239,622,213,14,0
6240,13,956,1952,0
6241,511,17,5,2
6242,424,57,34,0
6243,433,393,477,23
6244,20,1045,49,0
6245,633,459,99,0
6246,9,20,1973,0
6247,859,76,26,0
6248,1,80,1698,0
6249,18,81,2772,0
6250,145,238,2313,0
6251,488,267,1,0
6252,1285,94,16,0
6253,0,1413,2,0
6254,639,6,340,0
6255,14,1388,12,0
6256,684,23,0,7
6257,600,201,28,0
6258,928,758,240,0
6259,468,27,0,3
6260,11,11,1489,0
6261,914,62,4,0
6262,13,1556,45,0
6263,100,2,936,0
6264,434,297,53,0
6265,561,0,0,0
6266,525,242,424,0
6267,553,5,326,0
6268,16,816,3,0
6269,779,7,0,5
6270,2,37,2076,0
6271,9,1925,56,0
6272,2,2,1029,0
6273,641,390,562,0
6274,2,1483,7,0
6275,47,2082,2,0
6276,853,1,18,0
6277,552,607,247,0
6278,887,160,0,5
6279,456,357,119,4
6280,723,22,23,4
6281,71,2230,8,0
6282,536,57,60,0
6283,474,442,76,28
6284,64,196,3246,0
6285,20,1115,51,4
6286,7,224,2732,0
6287,522,12,0,1
6288,1170,102,0,5
6289,751,33,53,0
6290,564,346,1,0
6291,495,71,174,0
6292,20,1073,323,0
6293,864,91,1,0
6294,3,15,1681,0
6295,7,182,2823,0
6296,2,2170,1054,0
6297,754,19,10,0
6298,580,1107,79,0
6299,471,5,1,0
6300,562,222,1650,0
6301,487,246,409,0
6302,542,147,54,0
6303,1195,21,4,1
6304,826,747,4,0
6305,4,1339,227,0
6306,9,319,1614,0
6307,919,57,30,0
6308,608,20,198,0
6309,879,19,24,0
6310,703,70,182,0
6311,10,25,1398,0
6312,868,80,37,0
6313,55,166,2415,0
6314,113,2562,4,0
6315,534,6,48,0
6316,596,33,42,0
6317,584,10,2,0
6318,74,942,10,0
6319,157,580,2177,0
6320,57,1575,3,0
6321,566,1163,129,0
6322,1,102,1693,0
6323,944,56,13,0
6324,14,58,2348,0
6325,960,156,118,0
6326,3,1339,79,0
6327,2,3040,16,3
6328,26,4,1900,0
6329,603,58,59,0
6330,19,368,15,0
6331,736,2,0,0
6332,29,25,2623,0
6333,608,159,198,0
6334,5,748,23,0
6335,824,51,4,0
6336,8,1522,10,0
6337,3,1930,13,0
6338,675,31,154,0
6339,150,6,1644,0
6340,19,19,1467,0
6341,462,69,22,0
6342,14,41,1373,0
6343,522,4,6,0
6344,130,1392,12,0
6345,581,9,0,0
6346,1,1672,5,0
6347,565,184,3,0
6348,45,1406,445,9
6349,11,726,112,0
6350,8,1451,1745,0
6351,4,1873,173,26
6352,854,41,95,0
6353,5,1022,36,1
6354,543,457,153,0
6355,1039,68,2061,0
6356,830,1,17,0
6357,58,1526,497,0
6358,708,202,7,2
6359,536,858,51,0
6360,1006,112,67,0
6361,41,179,1909,4
6362,563,320,8,0
6363,27,212,2026,0
6364,97,2414,60,0
6365,916,1,13,0
6366,1,1,2691,0
6367,1,1026,4,0
6368,587,208,6,0
6369,38,2084,377,0
6370,684,130,6,1
6371,37,2473,13,0
6372,101,1666,2,0
6373,28,34,3149,1
6374,394,1381,13,8
6375,530,96,1,0
6376,581,1310,190,0
6377,280,1539,1338,5
6378,6,5,2177,0
6379,615,302,30,0
6380,815,72,137,0
6381,7,1345,1,0
6382,653,32,0,1
6383,29,1785,59,0
6384,732,1,1,0
6385,1,1729,16,0
6386,445,8,0,0
6387,1575,2,74,0
6388,623,20,8,1
6389,478,113,2,0
6390,45,2429,10,0
6391,17,2170,0,0
6392,37,108,2290,0
6393,71,24,375,0
6394,40,1422,13,2
6395,704,915,18,5
6396,11,98,1523,0
6397,1008,9,8,0
6398,33,2182,251,0
6399,482,74,5,0
6400,508,110,9,0
6401,5,3150,36,0
6402,1071,728,0,5
6403,554,359,5,0
6404,771,151,32,0
6405,22,15,1440,0
6406,76,1439,3,0
6407,645,3,7,0
6408,564,228,4,0
6409,914,71,101,0
6410,597,8,306,0
6411,582,196,806,0
6412,1,1885,2,0
6413,3,246,2557,0
6414,650,148,96,0
6415,17,106,3169,0
6416,7,1574,1,0
6417,20,3,1899,0
6418,880,1293,0,3
6419,57,1116,7,0
6420,474,699,2,0
6421,543,17,5,0
6422,9,2406,0,3
6423,465,782,24,0
6424,617,50,0,0
6425,14,9,3250,0
6426,4,1717,2,0
6427,75,53,1710,0
6428,611,3,4,0
6429,522,232,142,0
6430,10,2235,5,0
6431,642,648,22,0
6432,85,1339,10,0
6433,0,1,1995,3
6434,46,1354,115,0
6435,823,2011,0,3
6436,452,766,21,0
6437,538,95,11,0
6438,10,1786,7,0
6439,573,40,421,7
6440,473,795,928,0
6441,597,368,104,13
6442,491,3,10,0
6443,784,99,89,3
6444,19,1607,11,0
6445,575,747,0,0
6446,494,24,2,2
6447,1,2323,2,1
6448,506,1167,2,0
6449,522,58,608,0
6450,845,27,26,0
6451,14,1545,15,0
6452,23,458,4107,0
6453,1,15,1767,0
6454,714,0,0,0
6455,1,1732,7,0
6456,759,106,0,0
6457,678,276,3429,0
6458,612,786,41,0
6459,527,363,6,0
6460,550,25,279,0
6461,576,294,1070,0
6462,1217,123,0,42
6463,501,553,5,16
6464,565,1,34,0
6465,698,160,572,0
6466,56,2679,3,0
6467,8,6,2075,0
6468,223,1682,0,2
6469,20,1871,4,3
6470,685,154,4,0
6471,1242,40,13,0
6472,100,23,2430,0
6473,124,86,1790,0
6474,35,1351,3,0
6475,588,91,1,0
6476,25,1995,68,0
6477,72,2087,126,0
6478,175,1879,15,0
6479,1,1685,24,0
6480,559,143,36,0
6481,66,123,1434,5
6482,485,206,5,0
6483,469,28,19,0
6484,13,1377,8,0
6485,306,59,0,350
6486,3,1178,19,0
6487,2,3,799,0
6488,495,1572,1,0
6489,721,654,3,0
6490,594,4,37,0
6491,557,92,29,2
6492,624,93,439,0
6493,604,18,8,0
6494,778,13,2,0
6495,240,96,2071,1
6496,358,2227,4,0
6497,434,0,252,15
6498,738,418,4,0
6499,460,12,90,0
6500,39,26,1511,0
6501,522,676,6,0
6502,27,342,2244,0
6503,79,26,2244,0
6504,58,3490,226,0
6505,44,786,327,0
6506,1125,371,4,0
6507,58,1774,1,0
6508,35,1922,2,0
6509,1,874,9,0
6510,718,1,67,0
6511,2,1731,22,0
6512,11,17,1577,0
6513,609,0,34,0
6514,503,1378,8,0
6515,479,1327,58,0
6516,662,22,0,0
6517,479,577,2,1
6518,11,1353,123,0
6519,1283,7,65,0
6520,14,11,2157,0
6521,25,3239,10,0
6522,976,160,118,0
6523,662,13,12,0
6524,718,70,0,2
6525,1082,0,19,0
6526,18,3122,3,0
6527,7,2144,27,0
6528,585,39,209,0
6529,56,968,0,52
6530,11,982,22,0
6531,639,1,0,0
6532,24,1831,11,0
6533,532,10,3,0
6534,495,130,48,2
6535,475,397,93,0
6536,14,5,1851,0
6537,39,832,619,0
6538,556,196,693,0
6539,37,2225,3,0
6540,27,24,1570,0
6541,2,2051,25,0
6542,2,2141,7,0
6543,695,198,13,0
6544,1,86,1993,0
6545,1,1534,10,6
6546,528,7,84,0
6547,555,687,17,0
6548,519,2,2,0
6549,7,2027,2,0
6550,7,2269,47,0
6551,676,378,2,0
6552,479,2,5,0
6553,687,720,131,0
6554,705,436,16,0
6555,7,1928,197,0
6556,2,1429,10,0
6557,540,1,13,0
6558,732,304,2,0
6559,2,1681,1,0
6560,2,34,3343,0
6561,536,66,2,0
6562,6,149,1675,0
6563,402,155,0,11
6564,487,0,6,2
6565,43,1787,3,0
6566,1089,52,0,0
6567,515,597,10,0
6568,496,186,45,3
6569,5,2056,67,1
6570,27,2442,1,0
6571,56,1686,111,0
6572,472,146,23,6
6573,10,2590,11,0
6574,116,2532,7,3
6575,630,167,290,0
6576,8,1543,3,0
6577,6,1576,66,0
6578,7,1292,103,0
6579,3,2362,4,0
6580,220,113,2625,0
6581,702,31,3,0
6582,19,1974,11,0
6583,39,2076,3,0
6584,1077,52,1,0
6585,719,1147,18,0
6586,488,109,251,0
6587,834,1,0,2
6588,3,1452,35,0
6589,550,134,1,0
6590,1,903,1,0
6591,727,1,0,1
6592,543,1243,2,0
6593,505,410,228,0
6594,771,559,1,0
6595,674,38,4,0
6596,686,66,10,2
6597,560,25,74,0
6598,11,2,2515,0
6599,147,1930,14,0
6600,700,133,73,3
6601,521,586,97,14
6602,5,1876,13,0
6603,72,750,80,0
6604,10,1999,2,0
6605,46,1778,94,0
6606,461,225,0,1
6607,713,322,59,27
6608,7,1024,8,0
6609,490,8,23,0
6610,15,1,2270,0
6611,27,8,2158,0
6612,674,425,202,0
6613,664,217,26,0
6614,6,1388,2,0
6615,4,962,55,0
6616,599,435,0,1
6617,501,69,12,0
6618,864,73,0,2
6619,35,2121,1,0
6620,74,209,1451,0
6621,573,1398,15,0
6622,769,556,14,4
6623,892,52,26,0
6624,128,1908,0,5
6625,37,3321,2,0
6626,555,120,14,0
6627,11,1636,0,2
6628,23,30,1378,0
6629,726,4,1,0
6630,588,35,9,0
6631,589,69,5,1
6632,640,162,11,0
6633,604,34,1011,0
6634,788,139,275,1
6635,25,51,2072,0
6636,10,185,1701,0
6637,659,462,1,0
6638,640,483,379,0
6639,14,953,14,0
6640,14,453,1819,0
6641,625,156,7,0
6642,811,16,0,1
6643,80,1980,93,0
6644,562,4,0,5
6645,50,1968,4,0
6646,17,1648,0,0
6647,601,0,0,0
6648,73,215,1854,0
6649,422,195,6,0
6650,473,482,67,0
6651,1,2212,1,0
6652,603,46,40,4
6653,601,56,0,0
6654,74,11,404,0
6655,544,143,333,0
6656,725,142,24,0
6657,2,1035,12,0
6658,607,33,5,9
6659,5,2464,4,0
6660,666,97,74,2
6661,640,5,102,0
6662,1180,376,9,0
6663,476,200,20,1
6664,416,90,292,0
6665,501,14,5,0
6666,413,695,8,0
6667,610,16,565,0
6668,10,26,2572,0
6669,650,1036,167,0
6670,529,1730,1,0
6671,3,6,56,217
6672,12,27,2184,0
6673,481,51,5,0
6674,9,2025,8,0
6675,28,1894,1,0
6676,9,1732,68,0
6677,921,634,8,0
6678,1251,28,5,0
6679,13,25,1433,0
6680,73,1859,6,0
6681,562,78,73,0
6682,480,10,0,0
6683,536,131,104,0
6684,7,21,2123,4
6685,152,0,0,0
6686,830,9,61,0
6687,1196,65,405,0
6688,479,2,365,1
6689,538,2,288,0
6690,580,283,213,0
6691,508,270,11,0
6692,492,0,1,3
6693,741,1,0,0
6694,149,2545,5,0
6695,132,2037,1,0
6696,29,160,1776,0
6697,4,2115,396,0
6698,116,2152,7,0
6699,1,1224,183,0
6700,742,403,2,0
6701,541,958,10,0
6702,53,1791,2,0
6703,715,1081,2,0
6704,18,3709,0,0
6705,489,1647,44,0
6706,708,238,0,4
6707,537,126,19,3
6708,275,11,1251,0
6709,899,288,20,0
6710,612,2,0,3
6711,689,446,13,0
6712,714,1,0,12
6713,8,1555,4,0
6714,153,3251,3,0
6715,658,3,1349,0
6716,72,2388,10,0
6717,687,1106,13,0
6718,467,565,34,0
6719,1,3,1481,0
6720,9,119,1670,0
6721,570,891,4,0
6722,3,2143,18,0
6723,722,1045,2080,0
6724,0,1358,24,0
6725,568,1251,0,0
6726,529,175,19,0
6727,47,2072,30,0
6728,636,13,0,1
6729,55,1669,37,0
6730,704,9,46,0
6731,475,16,478,0
6732,543,41,41,0
6733,32,2692,2,20
6734,786,992,24,0
6735,514,287,1,0
6736,92,789,3,0
6737,803,3,12,0
6738,527,42,1,0
6739,521,36,1,0
6740,622,119,35,2
6741,1,1462,12,15
6742,1,1450,178,0
6743,8,1895,5,0
6744,27,2215,1,0
6745,4,808,5,0
6746,482,2,247,0
6747,452,100,16,0
6748,1058,164,0,1
6749,624,900,162,8
6750,40,1311,2,0
6751,33,574,2198,0
6752,64,192,1873,0
6753,570,5,556,0
6754,380,14,101,0
6755,1067,148,268,2
6756,474,305,37,0
6757,15,1034,39,0
6758,6,2115,1,0
6759,451,65,0,1
6760,60,2399,3,0
6761,671,443,6,0
6762,472,435,27,0
6763,666,156,879,0
6764,654,588,74,0
6765,58,2757,13,0
6766,26,2313,35,0
6767,53,1080,7,0
6768,30,2193,2,0
6769,2,324,2541,0
6770,745,696,1,0
6771,90,1782,3,1
6772,881,182,10,0
6773,518,29,2,2
6774,18,353,1468,0
6775,27,2929,59,0
6776,6,3152,56,0
