绊按锅龋,己喊,楷飞措,芭林瘤开,瘤开疙,醚备概陛咀,乞闭备概陛咀,醚备概惑前俺荐,醚备概扒荐,1雀 乞闭备概扒荐,备概惑前啊瘤荐,林劝悼矫埃,备概力绒荤,版里荤捞侩,牢磐齿劝侩后档,捞侩痢器,促嫡捞
5852,F,40技~44技,460,何魂,115000000,106182,1087,678,2,312,20,C,0,12,4,0
5853,M,40技~44技,20,辑匡,68100000,147235,440,409,1,122,14,C,0,9,1,0
5854,F,40技~44技,100,版扁,7267371,6325,1149,346,3,384,16,C,1,43,25,0
5855,F,40技~44技,100,版扁,13100000,6778,1939,472,4,599,23,C,0,31,27,1
5856,F,40技~44技,610,堡林,15000000,10099,1490,593,3,495,23,C,0,61,114,0
5857,F,40技~44技,610,堡林,8958090,5070,1767,841,2,300,21,C,0,0,57,0
5858,F,40技~44技,100,版扁,12600000,7701,1630,472,3,531,19,C,5,0,29,0
5859,F,40技~44技,460,何魂,15400000,22050,700,470,1,216,18,B,1,0,4,0
5860,M,40技~44技,55,辑匡,24400000,13351,1826,490,4,546,22,C,0,52,13,0
5861,F,40技~44技,210,牢玫,122000000,147235,825,665,1,191,20,C,0,0,35,0
5862,F,40技~44技,610,堡林,16700000,8341,2000,645,3,339,11,C,0,0,59,0
5863,F,40技~44技,60,辑匡,32700000,25728,1270,630,2,421,17,C,0,0,13,0
5864,F,40技~44技,100,版扁,4894717,3675,1332,567,2,238,19,D,0,0,329,0
5865,F,40技~44技,100,版扁,29300000,13065,2239,479,5,483,20,C,0,1,27,1
5866,F,40技~44技,85,辑匡,11700000,6346,1842,523,4,385,18,C,0,17,10,0
5867,F,40技~44技,570,傈巢,27100000,10956,2476,658,4,440,19,C,0,0,419,0
5868,F,40技~44技,36,辑匡,50900000,31288,1627,791,2,442,17,D,0,0,1,0
5869,F,40技~44技,100,版扁,15600000,5920,2643,537,5,574,23,C,1,0,52,0
5870,F,40技~44技,55,辑匡,61100000,113239,540,511,1,100,16,C,1,0,2,0
5871,F,40技~44技,210,牢玫,15600000,8710,1786,407,4,479,22,C,0,19,34,1
5872,F,40技~44技,36,辑匡,122000000,147235,554,498,1,157,15,C,0,0,1,0
5873,F,40技~44技,310,面巢,12100000,4263,2848,743,4,644,15,C,0,14,70,0
5874,F,40技~44技,.,,14900000,22691,656,489,1,145,19,C,0,0,31,0
5875,F,40技~44技,540,傈合,71200000,112441,633,521,1,224,17,C,0,19,23,0
5876,M,40技~44技,610,堡林,19300000,32129,600,445,1,120,15,C,9,0,6,0
5877,F,40技~44技,100,版扁,61900000,112012,553,541,1,106,16,C,0,0,37,0
5878,F,40技~44技,500,版巢,87300000,147235,569,489,1,145,16,C,0,0,16,0
5879,M,40技~44技,500,版巢,19000000,10042,1896,438,4,588,14,C,0,20,87,0
5880,M,40技~44技,60,辑匡,13800000,7537,1836,634,3,296,17,C,0,0,312,0
5881,M,40技~44技,100,版扁,122000000,147235,727,427,2,139,15,C,0,0,30,0
5882,M,40技~44技,460,何魂,9435671,4763,1981,828,2,253,22,C,0,0,94,0
5883,F,40技~44技,210,牢玫,14800000,5132,2892,894,2,539,21,C,1,63,292,0
5884,F,40技~44技,100,版扁,55500000,70543,787,658,1,152,17,D,1,0,1,0
5885,F,40技~44技,100,版扁,25300000,26899,942,504,2,341,15,C,6,0,54,0
5886,F,40技~44技,100,版扁,53200000,103820,512,431,1,152,14,B,0,0,37,0
5887,F,40技~44技,55,辑匡,6746572,7702,876,479,2,327,22,C,0,55,13,0
5888,F,40技~44技,460,何魂,14500000,13266,1092,632,2,242,18,D,0,0,29,0
5889,F,40技~44技,100,版扁,32300000,21464,1503,625,2,322,14,C,0,0,31,0
5890,F,40技~44技,610,堡林,9630462,3503,2749,614,4,324,16,C,0,0,103,0
5891,F,40技~44技,460,何魂,56100000,33901,1654,497,3,449,15,C,9,25,107,0
5892,F,40技~44技,24,辑匡,16100000,7413,2172,687,3,329,10,C,0,0,1,0
5893,F,40技~44技,100,版扁,22700000,24108,940,512,2,344,23,C,0,55,25,0
5894,M,40技~44技,460,何魂,51100000,62633,816,626,1,288,20,D,8,7,29,0
5895,F,40技~44技,100,版扁,122000000,147235,561,547,1,120,17,B,9,0,37,0
5896,F,40技~44技,500,版巢,14000000,5441,2566,825,3,370,22,C,0,0,237,0
5897,M,40技~44技,340,措傈,47700000,57771,825,506,2,253,11,C,9,0,11,1
5898,F,40技~44技,500,版巢,15000000,6005,2504,567,4,534,20,D,1,0,88,0
5899,F,40技~44技,55,辑匡,38400000,56746,676,527,1,180,19,D,1,3,2,0
5900,F,40技~44技,.,,74300000,59808,1243,628,2,292,16,C,0,0,33,0
5901,F,40技~44技,33,辑匡,53500000,91484,585,584,1,113,13,C,0,0,1,0
5902,F,40技~44技,500,版巢,17500000,9653,1818,437,4,556,22,D,0,2,89,0
5903,F,40技~44技,55,辑匡,53800000,43868,1226,674,2,205,18,C,4,0,2,0
5904,F,40技~44技,360,版合,11300000,6210,1815,420,4,450,15,C,0,10,96,0
5905,F,40技~44技,47,辑匡,14100000,5981,2355,475,5,466,11,C,0,17,14,0
5906,F,40技~44技,240,碍盔,5469762,5547,986,437,2,291,17,C,0,12,125,1
5907,F,40技~44技,100,版扁,12800000,6623,1937,623,3,326,16,C,0,0,301,0
5908,F,40技~44技,210,牢玫,7201372,4912,1466,499,3,332,11,C,0,31,34,0
5909,F,40技~44技,55,辑匡,67000000,46350,1446,795,2,436,16,C,0,0,2,0
5910,F,40技~44技,87,辑匡,10700000,15070,708,593,1,133,19,D,1,0,2,1
5911,F,40技~44技,100,版扁,53400000,34105,1567,743,2,511,14,C,0,6,46,0
5912,F,40技~44技,540,傈合,10100000,4994,2014,623,3,484,18,C,0,6,175,0
5913,M,40技~44技,100,版扁,21400000,11485,1859,663,3,378,21,C,1,0,192,0
5914,F,40技~44技,100,版扁,31800000,32365,982,561,2,369,19,D,1,1,37,1
5915,F,40技~44技,460,何魂,78100000,89895,869,621,1,279,18,D,3,4,29,0
5916,M,40技~44技,610,堡林,122000000,147235,1498,894,2,366,15,C,0,14,112,0
5917,F,40技~44技,100,版扁,32400000,14575,2221,394,6,525,14,C,9,0,30,0
5918,F,40技~44技,100,版扁,22500000,19662,1143,498,2,97,15,D,9,0,7,0
5919,F,40技~44技,55,辑匡,57900000,50215,1153,630,2,415,16,C,0,1,2,0
5920,F,40技~44技,360,版合,11600000,6907,1681,409,4,400,17,C,2,0,96,0
5921,F,40技~44技,270,面合,11900000,4345,2750,554,5,387,14,C,0,0,36,0
5922,F,40技~44技,55,辑匡,87600000,45632,1920,698,3,333,17,C,7,0,69,0
5923,M,40技~44技,500,版巢,128000,7111,18,15,1,15,15,B,3,0,16,1
5924,F,40技~44技,460,何魂,77700000,129970,598,509,1,129,14,C,0,0,4,0
5925,F,40技~44技,100,版扁,25200000,12439,2025,719,3,699,19,C,2,5,19,0
5926,F,40技~44技,100,版扁,7762225,3916,1982,894,2,260,11,C,0,0,488,0
5927,F,40技~44技,100,版扁,69000000,42993,1606,790,2,436,14,C,0,8,19,0
5928,M,40技~44技,100,版扁,12500000,6896,1812,534,3,294,13,C,0,0,33,0
5929,F,40技~44技,100,版扁,16400000,6245,2624,551,5,644,21,C,0,0,23,0
5930,F,40技~44技,460,何魂,71800000,60722,1183,676,2,405,16,D,4,0,94,0
5931,F,40技~44技,100,版扁,27100000,13058,2077,540,4,493,23,C,1,59,44,0
5932,F,40技~44技,100,版扁,44700000,32696,1366,628,2,397,18,C,2,12,42,0
5933,F,40技~44技,460,何魂,12600000,4781,2628,707,4,377,22,C,0,0,94,0
5934,F,40技~44技,460,何魂,122000000,147235,812,506,2,336,15,C,0,0,29,1
5935,F,40技~44技,16,辑匡,15100000,5566,2716,517,5,664,18,C,3,0,8,0
5936,F,40技~44技,100,版扁,60600000,29219,2073,852,2,322,21,C,0,0,299,0
5937,F,40技~44技,100,版扁,21600000,15537,1389,472,3,504,20,D,9,17,20,0
5938,F,40技~44技,460,何魂,101000000,113826,883,550,2,230,14,C,1,0,29,1
5939,F,40技~44技,55,辑匡,85900000,101141,849,543,2,322,15,C,0,0,2,0
5940,F,40技~44技,100,版扁,18500000,8618,2151,602,4,604,18,D,0,0,19,0
5941,F,40技~44技,540,傈合,15000000,5659,2654,513,5,591,20,C,0,18,110,0
5942,F,40技~44技,100,版扁,64400000,55148,1167,769,2,297,17,D,0,4,37,0
5943,F,40技~44技,16,辑匡,37800000,9302,3077,552,6,648,17,C,0,0,8,0
5944,F,40技~44技,60,辑匡,122000000,147235,1336,618,2,224,19,C,9,0,12,0
5945,F,40技~44技,16,辑匡,21600000,9344,2312,535,4,508,18,D,0,6,8,0
5946,M,40技~44技,610,堡林,67600000,68926,981,390,3,224,21,C,0,8,121,0
5947,F,40技~44技,79,辑匡,122000000,147235,797,513,2,247,21,C,0,0,9,0
5948,F,40技~44技,16,辑匡,122000000,147235,810,670,1,206,13,C,2,5,20,0
5949,F,40技~44技,16,辑匡,8030835,4479,1793,573,3,309,17,C,0,0,18,0
5950,F,40技~44技,13,辑匡,35900000,44447,808,459,2,254,15,C,6,0,20,0
5951,F,40技~44技,100,版扁,6479193,4354,1488,320,5,445,17,C,0,31,27,0
5952,F,40技~44技,100,版扁,7241875,4758,1522,570,3,205,18,C,0,0,329,0
5953,F,40技~44技,55,辑匡,60600000,58035,1044,643,2,270,12,B,0,2,2,0
5954,F,40技~44技,100,版扁,40500000,65368,620,415,1,207,14,B,6,6,31,0
5955,F,40技~44技,16,辑匡,8646789,3282,2635,640,4,274,18,C,0,0,526,0
5956,F,40技~44技,72,辑匡,122000000,147235,984,819,1,120,19,C,4,0,9,0
5957,F,40技~44技,460,何魂,77800000,48978,1588,697,2,581,16,C,3,6,84,0
5958,F,40技~44技,60,辑匡,8628990,13895,621,422,1,89,15,C,0,0,12,0
5959,F,40技~44技,270,面合,30100000,7098,3077,847,5,756.2279047,17,C,0,3,323,0
5960,F,40技~44技,100,版扁,24800000,10202,2426,843,3,437,22,C,0,0,102,0
5961,F,40技~44技,55,辑匡,13400000,5477,2438,738,3,564,23,C,0,2,7,0
5962,F,40技~44技,100,版扁,7891870,4712,1675,418,4,439,18,C,1,19,32,0
5963,F,40技~44技,100,版扁,51400000,76317,674,522,1,177,15,D,0,0,10,0
5964,F,40技~44技,360,版合,15400000,4997,3077,792,4,377,17,C,0,2,71,0
5965,F,40技~44技,460,何魂,122000000,147235,2032,837,2,415,12,C,0,15,94,0
5966,F,40技~44技,100,版扁,36600000,42043,870,536,2,173,19,C,1,0,30,0
5967,F,40技~44技,49,辑匡,122000000,147235,725,664,1,149,14,C,0,0,2,0
5968,F,40技~44技,210,牢玫,27200000,27553,986,488,2,319,19,C,3,0,37,0
5969,F,40技~44技,610,堡林,13800000,5613,2452,590,4,296,16,C,0,0,59,0
5970,F,40技~44技,360,版合,71200000,116018,614,528,1,161,14,C,0,0,13,0
5971,F,40技~44技,100,版扁,55500000,42602,1302,688,2,450,13,C,0,0,37,0
5972,M,40技~44技,210,牢玫,15600000,8485,1834,442,4,587,18,C,0,0,34,0
5973,F,40技~44技,500,版巢,19600000,7538,2601,415,6,687,19,C,0,0,95,0
5974,F,40技~44技,410,措备,9505637,9238,1029,404,3,366,18,C,6,164,98,1
5975,F,40技~44技,60,辑匡,61800000,38593,1601,631,3,302,13,D,0,0,12,0
5976,F,40技~44技,20,辑匡,74300000,93367,796,491,2,200,15,C,9,0,20,0
5977,F,40技~44技,540,傈合,38000000,68959,551,448,1,187,16,C,0,0,23,0
5978,F,40技~44技,100,版扁,21400000,12134,1762,716,2,333,17,C,1,0,10,0
5979,F,40技~44技,100,版扁,16100000,9392,1716,701,2,492,21,C,0,9,8,0
5980,F,40技~44技,55,辑匡,16900000,7649,2205,496,4,562,16,C,0,42,13,0
5981,F,40技~44技,500,版巢,25300000,10740,2352,727,3,397,19,C,0,0,346,0
5982,F,40技~44技,100,版扁,13400000,6763,1987,397,5,493,11,B,0,0,27,0
5983,F,40技~44技,460,何魂,17500000,9468,1845,841,2,321,22,C,0,0,42,0
5984,F,40技~44技,100,版扁,21900000,14786,1479,619,2,128,15,D,1,1,7,0
5985,F,40技~44技,100,版扁,10200000,8353,1217,476,3,80,18,D,0,0,7,0
5986,F,40技~44技,60,辑匡,4605694,2850,1616,593,3,182,20,C,0,0,317,0
5987,F,40技~44技,240,碍盔,9087773,3944,2304,817,3,267,17,C,8,0,316,0
5988,F,40技~44技,55,辑匡,40200000,15724,2554,894,2,600,22,C,0,0,7,0
5989,F,40技~44技,500,版巢,10900000,3268,3077,782,4,319,16,C,0,0,337,0
5990,F,40技~44技,100,版扁,17600000,25900,680,401,2,193,19,C,0,0,20,0
5991,F,40技~44技,72,辑匡,14700000,5079,2898,620,5,371,17,C,2,0,319,0
5992,F,40技~44技,100,版扁,8726464,6124,1425,652,2,323,17,C,1,1,92,0
5993,F,40技~44技,55,辑匡,11300000,17082,660,563,1,94,19,C,1,0,31,0
5994,M,40技~44技,100,版扁,4285621,2730,1570,555,3,215,20,C,1,0,518,0
5995,M,40技~44技,36,辑匡,17900000,3901,3077,894,5,317,19,C,0,0,133,0
5996,F,40技~44技,100,版扁,19700000,25120,786,623,1,134,13,C,5,0,31,0
5997,F,40技~44技,100,版扁,10700000,19188,558,373,2,149,17,C,0,0,10,0
5998,F,40技~44技,270,面合,8784669,7747,1134,396,3,427,17,C,0,3,74,1
5999,F,40技~44技,100,版扁,95100000,101018,941,663,1,228,20,C,0,0,17,0
6000,F,40技~44技,60,辑匡,22500000,27647,815,463,2,215,18,C,0,0,12,0
6001,M,40技~44技,610,堡林,32900000,32442,1013,610,2,102,17,A,0,0,6,0
6002,F,40技~44技,570,傈巢,12000000,3711,3077,528,6,471,16,C,0,0,54,0
6003,F,40技~44技,100,版扁,15900000,23324,683,434,2,136,19,D,3,0,2,0
6004,F,40技~44技,60,辑匡,34100000,17902,1903,550,3,164,16,C,5,0,12,0
6005,M,40技~44技,49,辑匡,64000000,103582,618,490,1,214,18,C,2,0,2,0
6006,F,40技~44技,100,版扁,51300000,40013,1282,576,2,454,16,C,3,0,25,0
6007,F,40技~44技,610,堡林,10500000,5125,2055,598,3,387,18,C,5,0,65,0
6008,F,40技~44技,100,版扁,122000000,147235,1153,564,2,332,14,C,0,5,25,0
6009,F,40技~44技,100,版扁,10400000,5974,1740,669,3,363,17,C,0,0,297,0
6010,F,40技~44技,460,何魂,8780126,4169,2106,611,3,414,18,C,1,0,217,0
6011,F,40技~44技,100,版扁,72000000,119265,604,579,1,132,14,C,0,0,10,0
6012,F,40技~44技,69,辑匡,122000000,147235,903,805,1,143,15,C,1,0,3,0
6013,F,40技~44技,100,版扁,52300000,57080,916,551,2,331,15,D,0,0,44,0
6014,M,40技~44技,24,辑匡,8627212,4905,1759,662,3,332,19,C,0,0,11,0
6015,F,40技~44技,52,辑匡,122000000,147235,760,630,1,145,17,C,0,0,2,0
6016,F,40技~44技,210,牢玫,8597791,3753,2291,792,3,235,13,C,3,0,28,0
6017,M,40技~44技,60,辑匡,18600000,5993,3077,734,4,662,21,C,2,0,30,0
6018,F,40技~44技,60,辑匡,10000000,3267,3065,699,4,429,16,C,0,5,318,0
6019,F,40技~44技,39,辑匡,111000000,60049,1849,817,2,712,17,D,4,15,9,1
6020,F,40技~44技,55,辑匡,43800000,24334,1798,653,3,323,19,C,0,0,119,0
6021,F,40技~44技,65,辑匡,35900000,15852,2265,894,2,387,14,D,1,0,113,0
6022,F,40技~44技,55,辑匡,40300000,19762,2040,813,3,625,16,C,0,4,7,0
6023,F,40技~44技,60,辑匡,31200000,24717,1264,684,2,169,11,C,9,0,12,0
6024,F,40技~44技,210,牢玫,67300000,89193,755,688,1,153,19,D,4,0,48,0
6025,M,40技~44技,55,辑匡,17200000,9191,1874,465,4,508,15,D,0,0,7,0
6026,F,40技~44技,540,傈合,22500000,15871,1418,634,2,533,18,C,0,0,110,1
6027,M,40技~44技,500,版巢,10800000,5532,1946,558,3,322,20,C,0,2,88,0
6028,M,40技~44技,100,版扁,5256356,2774,1895,451,4,221,18,C,0,0,188,0
6029,F,40技~44技,610,堡林,105000000,109043,963,546,2,201,14,C,0,0,6,0
6030,F,40技~44技,65,辑匡,20400000,3726,3077,762,6,442,21,C,0,0,40,0
6031,M,40技~44技,410,措备,13400000,3756,3077,650,5,349,18,C,5,0,64,0
6032,F,40技~44技,360,版合,14700000,5594,2624,454,6,591,16,C,6,10,96,0
6033,F,40技~44技,460,何魂,26700000,12066,2209,495,4,525,21,C,0,0,84,0
6034,M,40技~44技,100,版扁,14900000,4120,3077,549,6,328,11,C,0,1,273,0
6035,M,40技~44技,460,何魂,17100000,27535,620,553,1,125,18,B,4,0,4,0
6036,F,40技~44技,100,版扁,49500000,52451,944,583,2,145,13,C,2,0,37,0
6037,F,40技~44技,100,版扁,10200000,7738,1313,412,3,404,19,C,0,13,44,1
6038,M,40技~44技,460,何魂,72200000,61663,1171,573,2,386,20,C,0,0,122,0
6039,F,40技~44技,100,版扁,9662476,4345,2224,894,2,308,10,C,0,0,526,0
6040,F,40技~44技,36,辑匡,9353856,2790,3077,540,6,337,18,C,0,0,300,0
6041,F,40技~44技,27,辑匡,41600000,50978,817,582,1,206,15,C,9,1,225,0
6042,F,40技~44技,500,版巢,40100000,25731,1560,717,2,403,17,D,0,0,16,0
6043,F,40技~44技,210,牢玫,16500000,5141,3077,404,6,642,18,C,0,29,34,1
6044,F,40技~44技,460,何魂,12200000,7165,1708,413,4,385,21,C,0,5,84,0
6045,F,40技~44技,100,版扁,9948868,4827,2061,468,4,574,19,D,0,6,36,0
6046,F,40技~44技,460,何魂,26000000,12853,2026,589,3,560,23,C,0,0,90,1
6047,F,40技~44技,55,辑匡,28600000,16678,1717,639,3,536,11,D,0,26,7,1
6048,M,40技~44技,49,辑匡,11800000,5008,2349,472,5,541,18,C,0,1,6,0
6049,M,40技~44技,270,面合,9889511,7208,1372,832,2,240,21,C,0,0,184,0
6050,F,40技~44技,100,版扁,23000000,24811,928,611,2,291,16,B,2,0,54,0
6051,F,40技~44技,100,版扁,40500000,75525,536,499,1,72,17,D,0,0,37,0
6052,F,40技~44技,24,辑匡,15600000,17074,912,261,3,226,13,C,0,0,25,0
6053,F,40技~44技,72,辑匡,14600000,6277,2331,853,3,444,22,C,1,14,325,0
6054,F,40技~44技,210,牢玫,24900000,10818,2303,576,4,553,18,C,0,6,33,1
6055,F,40技~44技,100,版扁,14000000,15227,917,551,2,238,15,B,6,0,37,0
6056,F,40技~44技,460,何魂,80500000,125982,639,566,1,149,14,C,4,0,25,0
6057,F,40技~44技,210,牢玫,5785715,5075,1140,290,4,420,12,C,0,58,32,1
6058,F,40技~44技,610,堡林,10400000,7239,1431,587,2,441,23,C,0,0,112,1
6059,F,40技~44技,500,版巢,31400000,44567,705,475,1,270,18,C,0,4,16,1
6060,M,40技~44技,210,牢玫,16900000,11277,1503,521,3,502,20,D,0,0,34,1
6061,F,40技~44技,55,辑匡,19300000,8092,2390,659,4,269,11,C,3,0,119,0
6062,F,40技~44技,100,版扁,10100000,7428,1366,466,3,475,22,D,0,19,29,0
6063,F,40技~44技,270,面合,15500000,8248,1881,528,4,611,12,C,4,24,68,0
6064,F,40技~44技,24,辑匡,8373504,3359,2493,616,4,337,22,C,0,1,479,0
6065,F,40技~44技,100,版扁,7316300,15085,485,274,2,132,17,D,0,0,1,0
6066,M,40技~44技,100,版扁,19200000,8306,2315,839,3,458,19,C,1,0,302,0
6067,F,40技~44技,16,辑匡,49500000,42828,1156,570,2,230,19,C,1,0,20,0
6068,F,40技~44技,440,匡魂,33000000,68527,481,431,1,137,19,D,1,0,14,0
6069,M,40技~44技,24,辑匡,16900000,5113,3077,894,3,443,17,C,0,4,1,0
6070,F,40技~44技,540,傈合,68300000,71021,961,554,2,403,17,C,1,1,23,0
6071,F,40技~44技,500,版巢,37200000,53614,693,527,1,176,15,D,0,0,16,0
6072,F,40技~44技,100,版扁,61200000,56143,1090,531,2,346,13,C,0,8,37,0
6073,F,40技~44技,55,辑匡,20800000,6769,3069,453,6,537,17,C,0,0,13,0
6074,F,40技~44技,100,版扁,19400000,6580,2941,793,4,679,13,C,0,42,19,1
6075,F,40技~44技,360,版合,13400000,5964,2243,749,3,368,22,C,0,0,76,0
6076,F,40技~44技,60,辑匡,52200000,55208,945,533,2,223,13,C,4,0,12,0
6077,F,40技~44技,100,版扁,13200000,6285,2104,443,5,662,20,C,0,0,19,0
6078,F,40技~44技,13,辑匡,26300000,35832,734,603,1,136,19,C,0,0,24,0
6079,F,40技~44技,100,版扁,37400000,44825,834,449,2,104,18,C,0,3,7,0
6080,F,40技~44技,500,版巢,35000000,53260,658,462,1,241,19,C,9,0,16,0
6081,F,40技~44技,55,辑匡,88700000,122863,722,484,1,115,13,B,0,0,2,0
6082,F,40技~44技,210,牢玫,12500000,5345,2337,402,6,526,13,C,0,17,34,0
6083,F,40技~44技,100,版扁,84100000,92686,907,664,1,136,19,D,0,0,10,0
6084,F,40技~44技,47,辑匡,8982532,5015,1791,507,4,375,21,C,0,0,14,0
6085,F,40技~44技,16,辑匡,15900000,8871,1787,589,3,639,14,C,0,23,8,0
6086,F,40技~44技,210,牢玫,20800000,7032,2959,564,5,745,18,C,0,0,34,0
6087,F,40技~44技,100,版扁,57700000,119254,484,465,1,113,14,D,9,0,7,0
6088,F,40技~44技,460,何魂,57900000,86879,667,577,1,119,16,C,0,0,18,0
6089,F,40技~44技,55,辑匡,9955838,7178,1387,510,3,421,14,C,0,8,7,0
6090,F,40技~44技,100,版扁,11700000,8785,1328,655,2,393,18,C,0,7,20,0
6091,F,40技~44技,100,版扁,8955370,10474,855,418,2,77,12,A,9,0,7,0
6092,M,40技~44技,16,辑匡,25700000,10497,2444,894,3,486,21,C,7,0,283,0
6093,F,40技~44技,360,版合,10400000,4297,2419,668,4,570,17,C,9,9,96,0
6094,F,40技~44技,13,辑匡,24400000,32063,760,597,1,201,14,C,0,0,24,0
6095,F,40技~44技,610,堡林,19000000,8981,2117,612,3,688,18,C,0,0,109,0
6096,F,40技~44技,100,版扁,64100000,76525,838,579,1,175,14,C,0,1,10,0
6097,F,40技~44技,16,辑匡,9446503,9022,1047,444,2,359,17,C,0,61,8,0
6098,M,40技~44技,340,措傈,2513244,9240,272,206,1,70,19,B,0,1,11,0
6099,F,40技~44技,500,版巢,24700000,49642,498,426,1,135,18,C,2,0,27,0
6100,F,40技~44技,55,辑匡,56400000,54989,1025,706,1,305,14,D,4,0,2,0
6101,M,40技~44技,49,辑匡,17500000,6501,2691,619,4,580,17,C,0,0,6,0
6102,F,40技~44技,16,辑匡,30500000,54725,557,510,1,131,12,C,0,0,20,0
6103,F,40技~44技,240,碍盔,15500000,8297,1868,458,4,592,14,C,0,39,127,0
6104,F,40技~44技,570,傈巢,13400000,6527,2051,628,3,337,18,C,0,0,58,0
6105,F,40技~44技,460,何魂,10800000,5770,1867,649,3,489,16,C,0,0,84,0
6106,M,40技~44技,410,措备,14500000,4656,3077,547,6,304,18,C,0,0,64,0
6107,F,40技~44技,460,何魂,55200000,84447,654,511,1,217,13,C,8,0,4,0
6108,F,40技~44技,460,何魂,16900000,5902,2870,834,3,333,22,C,6,26,94,0
6109,F,40技~44技,16,辑匡,122000000,147235,843,598,1,233,19,C,0,0,20,0
6110,F,40技~44技,460,何魂,69100000,106645,648,541,1,173,11,C,0,6,25,0
6111,F,40技~44技,100,版扁,10800000,7062,1534,384,4,497,20,C,2,40,27,1
6112,M,40技~44技,210,牢玫,17000000,7112,2397,659,4,559,12,C,2,0,292,0
6113,F,40技~44技,500,版巢,76400000,134941,566,560,1,121,14,C,0,0,4,0
6114,F,40技~44技,100,版扁,34900000,25209,1384,683,2,229,18,C,0,0,230,0
6115,F,40技~44技,75,辑匡,20600000,19925,1035,609,2,384,22,C,0,0,41,0
6116,M,40技~44技,100,版扁,34100000,34422,991,548,2,119,12,C,0,4,30,0
6117,F,40技~44技,100,版扁,20500000,11298,1815,545,3,500,22,C,0,0,36,0
6118,F,40技~44技,460,何魂,6171145,11079,557,460,1,127,22,D,0,8,107,0
6119,F,40技~44技,500,版巢,22400000,30214,741,498,1,263,19,C,0,0,16,0
6120,F,40技~44技,55,辑匡,12500000,5352,2345,450,5,468,14,D,0,25,13,1
6121,F,40技~44技,60,辑匡,46000000,39071,1177,751,2,278,19,C,1,0,12,0
6122,F,40技~44技,100,版扁,26300000,13076,2011,894,2,337,20,C,2,0,302,0
6123,M,40技~44技,82,辑匡,122000000,147235,816,606,1,244,19,C,0,0,9,1
6124,F,40技~44技,360,版合,41500000,58577,709,512,1,101,18,C,0,27,13,0
6125,F,40技~44技,55,辑匡,97600000,129974,751,520,1,281,17,C,9,0,2,0
6126,M,40技~44技,47,辑匡,22200000,10330,2152,511,4,557,17,C,8,5,14,0
6127,F,40技~44技,49,辑匡,12200000,6407,1909,791,2,467,12,C,1,0,146,0
6128,F,40技~44技,460,何魂,122000000,147235,887,651,1,307,18,D,4,3,4,0
6129,F,40技~44技,500,版巢,18700000,23181,806,507,2,198,14,C,9,0,12,0
6130,F,40技~44技,13,辑匡,15600000,21530,724,560,1,133,17,C,0,0,20,0
6131,F,40技~44技,440,匡魂,15500000,22101,701,543,1,223,17,D,4,0,14,0
6132,F,40技~44技,210,牢玫,47000000,56858,826,594,1,183,15,C,2,0,18,0
6133,F,40技~44技,49,辑匡,96200000,75099,1281,878,1,418,15,D,5,19,11,0
6134,F,40技~44技,60,辑匡,61400000,80836,759,632,1,165,19,C,0,0,12,0
6135,F,40技~44技,210,牢玫,19100000,10064,1901,575,3,472,18,C,3,24,34,0
6136,F,40技~44技,540,傈合,104000000,117087,887,536,2,384,12,C,0,0,23,0
6137,F,40技~44技,360,版合,122000000,147235,978,742,1,233,13,C,0,2,13,0
6138,F,40技~44技,10,辑匡,59400000,92310,643,548,1,189,16,D,0,17,24,0
6139,F,40技~44技,440,匡魂,41700000,70985,588,475,1,166,14,D,0,1,14,0
6140,F,40技~44技,75,辑匡,12900000,5524,2334,805,3,715,23,C,0,14,41,0
6141,F,40技~44技,100,版扁,26100000,30405,857,604,1,134,19,D,0,0,7,0
6142,F,40技~44技,16,辑匡,99400000,69050,1439,791,2,332,16,C,0,4,20,1
6143,F,40技~44技,100,版扁,11600000,6737,1716,809,2,325,22,C,0,2,320,0
6144,F,40技~44技,39,辑匡,75700000,145012,522,504,1,81,13,C,0,1,1,0
6145,M,40技~44技,340,措傈,8511451,5534,1538,431,4,422,21,C,0,8,71,1
6146,F,40技~44技,100,版扁,52900000,80579,656,542,1,137,18,D,0,0,7,0
6147,F,40技~44技,100,版扁,11900000,8802,1353,404,3,353,11,C,0,1,27,0
6148,F,40技~44技,210,牢玫,14800000,6079,2439,552,4,347,15,D,3,0,8,0
6149,F,40技~44技,60,辑匡,122000000,91315,1355,848,2,338,13,C,0,10,2,0
6150,F,40技~44技,13,辑匡,18800000,26014,722,653,1,123,14,C,1,0,20,0
6151,F,40技~44技,100,版扁,17600000,6545,2682,538,5,550,17,C,0,30,25,0
6152,F,40技~44技,460,何魂,73100000,116721,626,505,1,176,15,C,0,0,29,0
6153,F,40技~44技,16,辑匡,35900000,9227,3077,667,6,747,21,C,0,0,8,0
6154,F,40技~44技,500,版巢,14800000,6921,2133,494,4,558,22,C,0,0,87,0
6155,M,40技~44技,540,傈合,23200000,17128,1356,447,3,549,23,C,0,0,99,0
6156,F,40技~44技,100,版扁,4963955,3259,1523,591,3,188,18,C,0,0,149,0
6157,M,40技~44技,55,辑匡,50800000,39603,1283,680,2,467,15,C,0,0,2,0
6158,F,40技~44技,75,辑匡,21000000,31741,661,550,1,137,14,D,8,0,9,0
